sentence_id,article_id,publisher,sentence_text,gpt_tone,gpt_type,gpt_focus,type,tone,focus
e2a5822c7d5aa814e281d903584c048a,0c289aa537627d81793e87f21f4927ee,breitbart,"Adelson, a gambling industry tycoon who amassed an empire of casinos in Las Vegas, Singore, and Macao, China, became Trump’s largest donor in his first reelection effort, according to Bloomberg.",neutral,fact,republican,fact,neutral,republican
b75a51caebac01c4b0a64e4927cbcdb7,0c289aa537627d81793e87f21f4927ee,breitbart,"The outlet is still owned by the billionaire’s widow, Miriam Adelson.",neutral,fact,neither,fact,neutral,neither
2d8baf59ea39018a4b56fbab00adff05,0c289aa537627d81793e87f21f4927ee,breitbart,“Many voters are dissatisfied with the choice before them in November.,negative,quote,neither,fact,negative,neither
64552785a7e558f0a39e5948a4615646,0c289aa537627d81793e87f21f4927ee,breitbart,"They have a point,” the Review-Journal said, before concluding the article.",neutral,quote,neither,fact,neutral,neither
fb6b50813368a44374a8a74806ec9003,0c289aa537627d81793e87f21f4927ee,breitbart,"“But when we weigh the policy results of Mr. Trump’s four years in office against those of Ms. Harris and Mr. Biden, the contrast becomes difficult to ignore.",neutral,quote,republican,opinion,neutral,both
d64a7d07e68bbc3c31798b4144e704f1,0c289aa537627d81793e87f21f4927ee,breitbart,Donald Trump is the better choice.”,positive,quote,republican,opinion,positive,republican
aa99f5dba6baf69e9656228df315ba31,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"LAS VEGAS () — Minutes after Donald Trump delivered his standard warnings about drug dealers and criminals illegally crossing the border during a Saturday campaign event, the former president heard from someone who was once in the country illegally but now plans to vote for him.",neutral,fact,republican,fact,neutral,republican
4a255d7461330be4af145e0b29a3b65a,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Elias Trujillo was one of several people who spoke Saturday at a Latino roundtable in Las Vegas intended to spotlight Trump’s economic ideas.,neutral,fact,republican,fact,neutral,republican
c081ef1d4d1cdf78576a38938b066abf,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"After Trump finished addressing a small crowd inside the warehouse of a women’s cosmetics company, members of the roundtable spoke.",neutral,fact,republican,fact,neutral,republican
264f72a1bb631529a63dc7efe649d68c,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Trujillo began by telling his personal story, how his mother brought him and his brothers from northern Mexico to Utah in 1995 to rejoin their father, who was working in construction.",neutral,fact,neither,fact,neutral,neither
9ec4711ef0737c3a486fd20202e9b7f8,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"“We came here legally, but you know, we overstayed, and we were able to make life here in the United States,” Trujillo said, referring to the action of entering the U.S. on a legal visa but not departing when that visa expires.",neutral,quote,neither,fact,neutral,neither
83fd45eb2b99cc36de9b34b872ab437d,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"At least one person in the audience began laughing and plauding, leading Trujillo to laugh and acknowledge, “It is funny.”",neutral,quote,neither,fact,positive,neither
5be976ddba33ffd5d9cae17eedadffa0,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Trump smiled as he looked at Trujillo.,neutral,fact,republican,fact,positive,republican
7f8f96a2093e036c3437e94a311f4afc,0cd4abe05c98af0dd1f64574c1a67729,huffpost,The moment highlighted the contradictory ways the facts and rhetoric of immigration play in the campaign.,neutral,borderline,neither,opinion,neutral,republican
238725e898e7d921ba85919352fdfd4f,0cd4abe05c98af0dd1f64574c1a67729,huffpost,The paradoxes are sharper as Trump has simultaneously counted on increased support from Latinos returning him to the White House even as he has centered his campaign on a dark view of immigration.,neutral,borderline,republican,fact,negative,republican
c3cec1ef2a6949fcf05e85d41de99936,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Trump has said migrants are “poisoning the blood” of the country, called the recent influx across the southern border an “invasion” and pledged to launch mass deportations if he returns to the White House.",negative,fact,republican,fact,negative,republican
631349dfee1e66a94c9f9320194a87b7,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"The day before his Las Vegas roundtable, Trump was in Aurora, Colorado, darkly warning that a Venezuelan gang is terrorizing a city of 400,000 that has become a magnet for migrants from that country.",negative,fact,republican,fact,negative,republican
755e339ce6a3689780459a86e06736ea,0cd4abe05c98af0dd1f64574c1a67729,huffpost,The city’s Republican mayor said Trump is distorting an isolated problem in the city.,neutral,fact,neither,fact,negative,republican
a250b2150e30cf8dd0cdf732f5414358,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"On Saturday, Trump launched his usual criticisms of border policy before pivoting to general praises of the demogrhic he was courting.",neutral,fact,republican,fact,neutral,republican
fbee74812eaad1f0e5d0546849a6f723,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"“Hispanic people — they say you can’t generalize, but I think you can — they have wonderful entrepreneurship and they have — oh, do you have such energy.",positive,quote,republican,quote,positive,republican
7a4f2e30bc5306aa761fd1810aa73a52,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Just ease up a little bit, OK?",neutral,quote,republican,quote,neutral,republican
168c5f732d6d2bd8d315d97e870da18f,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Ease up,” Trump said.",neutral,quote,republican,quote,neutral,republican
0a4110dc6a799fa0a4b5ce8fd98c906d,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"“You have great ambition, you have great energy, very smart, and you really do, like natural entrepreneurs.",positive,quote,republican,quote,positive,republican
b3c3734efdfb9143f9b2bcecf2a2131b,0cd4abe05c98af0dd1f64574c1a67729,huffpost,”,neutral,quote,republican,other,neutral,neither
ad99bf0218ca15b4232ebcba3fbc6eff,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Trump has usually smoothed over any parent conflict between his warnings on immigration and his support from Latino voters since 2016, when he kicked off his first run by warning of “rists” crossing the southern border.",neutral,fact,republican,fact,neutral,republican
cef6f1343a0600847f52bceb504277f4,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Many Hispanic voters entered the country legally — or have roots in the U.S. going back generations — and oppose illegal immigration.,neutral,fact,neither,fact,neutral,neither
5f67b6fb85f89a6184872774d7e50e70,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"The former president and Republican nominee has argued his economic and immigration policies would help Latinos and other minorities, often suggesting contrary to economic data that immigrants are taking what he calls “Black jobs” and “Hispanic jobs.”",neutral,quote,republican,fact,neutral,republican
cf64c5447f34e6e694340a3ff1df6b7c,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Around 8 in 10 Hispanic voters say the economy is “one of the most important issues” during this election season, according to a recent-NORC Center for Public Opinion Research poll.",neutral,fact,neither,fact,neutral,neither
703e20d47effa57f3bd5cb8baf62fc4c,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Overall, Hispanic voters are about equally likely to say they have a favorable view of Trump and Vice President Kamala Harris, Trump’s Democratic opponent.",neutral,fact,neither,fact,neutral,both
83e1f42cf143e3d24f801da2b21cd93b,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Trujillo said during his speech that he was initially wary of Trump but has grown to support the former president.,neutral,fact,republican,fact,positive,republican
dd0a7bccb11e207c6bfbf31f787d554b,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Elias Trujillo, left, listens with others at a campaign event for republican presidential nominee former President Donald Trump, center, Saturday, Oct. 12, 2024, in North Las Vegas.",neutral,fact,republican,other,neutral,republican
710f9a7e0e6918ddaf2f169aefc41ab7,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"( Photo/Lucas Peltier)viaTrujillo described how his lack of legal status made him feel uncertain about what he could accomplish, but how he “had to make the best of my life.”",neutral,quote,neither,fact,neutral,neither
40c4484457300280b8f4844fcedb7c48,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"He said he graduated from high school, got married and had two children, now 12 and 5.",neutral,fact,neither,fact,neutral,neither
15cd30332c3f31a3f5094d733a951333,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"He opened a restaurant that he said is struggling due to the high cost of labor and goods, and said he was hopeful Trump would usher in better economic times.",neutral,fact,republican,fact,neutral,republican
cba0aa1df5192c2ef389db8206d4210d,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"“I’m hpy with the opportunity that Trump has again to run and hopefully get us back on track,” Trujillo said.",positive,quote,republican,quote,positive,republican
6c467e87357d7a2038b3d0f5a9e01064,0cd4abe05c98af0dd1f64574c1a67729,huffpost,“I think there’s room to make America greater.,positive,quote,republican,quote,positive,neither
eb1c8e2b52419c7798dc34f90c526106,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"”Afterward, Trujillo said in an interview that though his parents overstayed their visas, they achieved legal status.",neutral,quote,neither,fact,neutral,neither
54729e5752de6ee093db44c0bc0617cf,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Likewise, Trujillo has been a U.S. citizen since 2011.",neutral,fact,neither,fact,neutral,neither
6f96e75bb200c75b068aad2a93cd8516,0cd4abe05c98af0dd1f64574c1a67729,huffpost,He said he has come to understand Trump’s vocal opposition to those entering the country illegally due to concerns about drug and sex trafficking.,neutral,fact,republican,fact,neutral,republican
f08c51c429e998baa3192858502c0b36,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"But, unprompted, Trujillo said he supports a way for people in the country illegally to obtain legal status, specifically people who have been working and following the law.",neutral,fact,neither,fact,neutral,neither
bd63cd8842fc591242aa09899c94d7f3,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Support Free JournalismConsider supporting HuffPost starting at $2 to help us provide free, quality journalism that puts people first.",neutral,other,neither,other,neutral,neither
7ae090e2e5175214b61102217e7ea7fc,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Can't afford to contribute?,neutral,other,neither,other,neutral,neither
536852ccf6c42c71e2574ea2e633a2e7,0cd4abe05c98af0dd1f64574c1a67729,huffpost,by creating a free account and log in while you read.?,neutral,other,neither,other,neutral,neither
b99f5311b16c59ee8737de7588d6589b,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"The stakes are high this year, and our 2024 coverage could use continued support.",neutral,other,neither,other,neutral,neither
0cbd48cc364672b1b2819487ce49aa99,0cd4abe05c98af0dd1f64574c1a67729,huffpost,We hope you'll consider contributing to HuffPost once more.,neutral,other,neither,other,neutral,neither
ff85b0f06b542b82f5d96bc2fb049dfd,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Already contributed?,neutral,other,neither,other,neutral,neither
5218979fcedf11d779c85d489a892357,0cd4abe05c98af0dd1f64574c1a67729,huffpost,Log in to hide these messages.,neutral,other,neither,other,neutral,neither
de52bbc93230e58361bc9421b267b9df,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"“I mean, not an easy pathway, perhs,” he said.",neutral,quote,neither,quote,neutral,neither
e798eeb1ba178a1f1fdb6189d3c5f24b,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"“But there should be a pathway for the ones that are already here illegally, but who have created a life.",neutral,quote,neither,quote,neutral,neither
fa1bcff5eae27de3696bd4a13d814558,0cd4abe05c98af0dd1f64574c1a67729,huffpost,”That proposal has been a hallmark of immigration reform policies for decades.,neutral,quote,neither,fact,neutral,neither
57ccf9603c7bf9c77d85a9f6f1867972,0cd4abe05c98af0dd1f64574c1a67729,huffpost,"Labeled as “amnesty” by immigration hardliners, opposition to letting people who lived in the country illegally become citizens is part of what led to Trump’s political rise.___Riccardi reported from Denver.",neutral,fact,republican,fact,neutral,republican
a3ee014a6dd08d8b2cdac0dc93ee3787,139757d720599791cb63192df0ccc244,foxnews,"By entering your email and pushing continue, you are agreeing to Fox News' Terms of Use and Privacy Policy, which includes our Notice of Financial Incentive.",neutral,other,neither,fact,neutral,neither
53df77b551f65dc46e18ca26d47be6db,139757d720599791cb63192df0ccc244,foxnews,Tyreek Hill and the Miami Dolphins will be back in action on Thursday night to take on the Buffalo Bills in a pivotal divisional matchup early in the season.,neutral,fact,neither,fact,neutral,neither
16be4ee624ecac28d9dee1f50a5e742a,139757d720599791cb63192df0ccc244,foxnews,"After Hill’s incident with police last weekend and the bodycam footage that was released to the public earlier in the week, fans may think a protest could be coming on the sideline for the Dolphins.",neutral,fact,neither,fact,neutral,neither
d5d06775dbb4a84bac0968a9950524d0,139757d720599791cb63192df0ccc244,foxnews,But that doesn’t pear to be the case.,neutral,borderline,neither,opinion,neutral,neither
99dd7e75780e837da3f0211b5af7f705,139757d720599791cb63192df0ccc244,foxnews,"Dolphins wide receiver Tyreek Hill eyes a ball during a team practice session, Wednesday, Sept. 11, 2024, in Miami Gardens, Florida.",neutral,fact,neither,fact,neutral,neither
3d98df74c8c07fa12f127790ecb46240,139757d720599791cb63192df0ccc244,foxnews,( Photo/Rebecca Blackwell)Hill addressed the incident with reporters on Wednesday.,neutral,fact,neither,fact,neutral,neither
fac8bf7a8ac9e562c6d93ab546d1de26,139757d720599791cb63192df0ccc244,foxnews,"He said he wants the officer placed on administrative duties fired, but said the incident hasn’t been tough to separate from what he has to do on the field.",neutral,fact,neither,fact,negative,neither
7cfb1ecbd93e0cdbf9c1862729b424fa,139757d720599791cb63192df0ccc244,foxnews,,neutral,quote,neither,other,neutral,neither
63407ad538d76a477c99498cbf041c32,139757d720599791cb63192df0ccc244,foxnews,"Not for real because like I said, I’m not going to mix the two,"" the star wide receiver said.",neutral,quote,neither,quote,neutral,neither
51583d8201f1032c89b68312aaf25759,139757d720599791cb63192df0ccc244,foxnews,"""I’m not going to take a knee.",neutral,quote,neither,quote,neutral,neither
190e3524e101da97a70cff9c69599f7d,139757d720599791cb63192df0ccc244,foxnews,I’m not going to ask to defund the police.,neutral,quote,neither,quote,neutral,neither
ccf736cf9988e66febe5ceb2450ace63,139757d720599791cb63192df0ccc244,foxnews,I’m not going to protest.,neutral,quote,neither,quote,neutral,neither
5a430fb9345a3850e0b4df16cb6674b8,139757d720599791cb63192df0ccc244,foxnews,"PATRICK MAHOMES COMMENDS WIFE'S INFLUENCE AFTER TRUMP'S PRAISE AND TAYLOR SWIFT'S HARRIS ENDORSEMENT Tyreek Hill speaks to journalists following a team practice, Wednesday, Sept. 11, 2024, in Miami Gardens, Florida.",neutral,fact,neither,other,neutral,both
8b9938900cd8e57c76253654bd59abcb,139757d720599791cb63192df0ccc244,foxnews,"( Photo/Rebecca Blackwell)""I’m not going to do any of that when it comes to being inside of this football, because this is my thery.",neutral,quote,neither,quote,neutral,neither
d9552dd2d1169f7118c1173abaadf6ee,139757d720599791cb63192df0ccc244,foxnews,Football is my thery – this is how I get away from a lot of stuff.,neutral,quote,neither,quote,neutral,neither
d98423ae1427f63cc0a4189d9323e54b,139757d720599791cb63192df0ccc244,foxnews,This is how I separate myself from past traumas in my life.,neutral,quote,neither,quote,neutral,neither
c08ca460132351bc501917648878f0b1,139757d720599791cb63192df0ccc244,foxnews,"So no, I’m not going to mix the two.",neutral,quote,neither,quote,neutral,neither
e14798d1d1e1b624e606ea13cc4829cf,139757d720599791cb63192df0ccc244,foxnews,Hill admitted he wished he could have done things a little differently in the incident.,neutral,fact,neither,fact,neutral,neither
34a36358047bd0c2cf9ce2b7f3843445,139757d720599791cb63192df0ccc244,foxnews,Kneeling during the national anthem in protest of police brutality and racial injustice became a flashpoint in the NFL world during the 2016 and 2017 seasons.,neutral,fact,neither,fact,neutral,neither
dae270485c84c6498ea22c2f5515a08a,139757d720599791cb63192df0ccc244,foxnews,Former San Francisco 49ers quarterback Colin Kaepernick started the movement.,neutral,fact,neither,fact,neutral,neither
4c37e8d278d6b29f492759958a2ddca4,139757d720599791cb63192df0ccc244,foxnews,"San Francisco 49ers, from left, Eli Harold, Colin Kaepernick and Eric Reid kneel on the sideline during the anthem before the Dallas Cowboys game at Levi's Stadium on Oct. 2, 2016, in Santa Clara, California.",neutral,fact,neither,fact,neutral,neither
910f57b8c225638ac4964a70a57fd11d,139757d720599791cb63192df0ccc244,foxnews,"(Thearon W. Henderson/Getty s)The protest has mostly subsided over the last few seasons, though some players have been seen sporadically taking the action.",neutral,fact,neither,fact,neutral,neither
80432a546d0eddb569e2881d7a341d72,139757d720599791cb63192df0ccc244,foxnews,Follow Fox News Digital’s sports coverage on X and subscribe to the Fox News Sports Huddle newsletter.,neutral,other,neither,other,neutral,neither
abe4f0c083cdc3e7cfc0a38c25aad3ba,139757d720599791cb63192df0ccc244,foxnews,Ryan Gaydos is a senior editor for Fox News Digital.,neutral,fact,neither,fact,neutral,neither
3057bd606d41c6ef16274e214bfdd42e,1eaf2ad9e78d902707a34057a6c8a111,nytimes,SKIP ADVERTISEMENTcampaign notebookFormer President Donald J. Trump’s rehearsed defiance make his supporters feel as though there’s nothing he won’t share.,neutral,opinion,republican,opinion,neutral,republican
0da27e88c2f855c854de4bd55b65f121,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"Former President Donald J. Trump at a campaign rally near Green Bay, Wis., on Wednesday....Doug Mills/Oct. 31, 2024, ETAt a rally this week in Wisconsin, Donald Trump launched into an imitation of his own staff, pleading with him to behave differently.",neutral,fact,republican,fact,neutral,republican
180aeba02d511f5b04a6228a5a9c2f88,1eaf2ad9e78d902707a34057a6c8a111,nytimes,The performance was a classic of the genre.,neutral,opinion,republican,opinion,neutral,neither
741b7f7213f109534074d0330184b421,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"It came during a riff about how he wants to “protect the women,” a formulation his advisers parently do not preciate.",neutral,borderline,republican,fact,neutral,neither
82541bec327a5fc5e49d9d82332075ef,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"“‘Sir, please don’t say that,’” he said in the tone of voice a child uses to imitate an adult.",neutral,quote,republican,quote,neutral,neither
65ceb5516894e0fec6217e9b2f8a946d,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"“They said, ‘We think it’s very inpropriate for you to say.’",neutral,quote,republican,quote,neutral,neither
dcf950896468162e39c219016bb5189e,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"I said, ‘Why, I’m president?",neutral,quote,republican,quote,neutral,neither
558126ef90f1784c1901ee0856f154f3,1eaf2ad9e78d902707a34057a6c8a111,nytimes,I want to protect the women of our country.’,neutral,quote,republican,quote,neutral,neither
b054413c95eb55e9900e4e28ae9e28f2,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"They said, ‘Sir, I just think it’s inpropriate for you to say.",neutral,quote,republican,quote,neutral,neither
ac33dec387307c421f2289afeb9afd6c,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"’”He added, “I pay these guys a lot of money.",neutral,quote,republican,quote,neutral,neither
5f897dcabc5ca08c9889aefdbaedc75e,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Can you believe it?”,neutral,quote,republican,quote,neutral,neither
7127e0db28870c85bea250e130c49b6d,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"But then he told the audience not to worry, for he had stood up to the grown-ups on his payroll.",positive,borderline,republican,fact,neutral,neither
f2500dc39350229f9cb62fbb9de33249,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"“I said, ‘Well, I’m going to do it.",neutral,quote,republican,quote,neutral,neither
bda11eae62a65ec30c50f0f684d97d5a,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"Whether the women like it or not, I’m going to protect them.",neutral,quote,republican,quote,neutral,neither
483c195d5fb77a90a2ebe53f7e8d46a4,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"’”Since the beginning of Mr. Trump’s political rise, this sort of flourish has been a feature of his political oratory.",neutral,quote,republican,fact,neutral,republican
a100598faea0cbd3de5611b8a02156d1,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"He builds up to something he is parently not supposed to say, delighting his crowds when he says it anyway.",neutral,fact,republican,fact,neutral,republican
2420ebf93fecae2c878a136cc1fa4c3f,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"His own staff often functions as the straw man in these scenarios, the overly cautious and overpaid stiffs he is defying in order to keep it real at all times.",neutral,opinion,republican,fact,neutral,neither
0f2f352116b7c3baae579aee39869945,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Mr. Trump did become president by ignoring the advice of political hacks and doing whatever his gut told him to.,neutral,fact,republican,borderline,neutral,republican
30f8ef6fcbc214ddd011e690bfa1a020,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"But nearly a decade later, what he presents as acts of untamed spontaneity are often actually quite deliberate.",neutral,opinion,republican,opinion,neutral,republican
d7a5d9857f0ee39b4dbca7099397a091,1eaf2ad9e78d902707a34057a6c8a111,nytimes,It’s all part of the routine by now.,neutral,opinion,republican,fact,neutral,neither
b59937d780e377d73f5ce52d28bfdb0a,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"And yet, this ability to convey that he is doing or saying something daring or novel even when he is not remains part of his peal with some voters.",neutral,opinion,republican,fact,neutral,republican
16664aae94708932bb44864b768cdf54,1eaf2ad9e78d902707a34057a6c8a111,nytimes,The Wisconsin rally wasn’t even the first time he acted out that particular bit.,neutral,fact,republican,fact,neutral,republican
7dcf02f3322c4a1f742bca95bbc235e5,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"Two nights earlier, he was in Atlanta, pretending to go off the same script: “I think it’s fine to say I will protect the women of this country,” he said.",neutral,quote,republican,fact,neutral,republican
891263dcc9659d9db7eacb39b99c80c3,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"“They said, ‘Please, sir.",neutral,quote,republican,quote,neutral,neither
41e6c2dca19dc060ea60e3acdea69838,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Please don’t say that.,neutral,quote,republican,quote,neutral,neither
e764794d5fa74d3a0aed5e7d7334f5c5,1eaf2ad9e78d902707a34057a6c8a111,nytimes,’”Keep Up With the 2024 ElectionThe presidential election is 5 days away.,neutral,quote,neither,quote,neutral,neither
eae701bb14fffa63d17daf361eb923cd,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Here’s our guide to the run-up to Election Day.,neutral,fact,neither,other,neutral,neither
5655949f55c00cc6e840ae5c98f1ab24,1eaf2ad9e78d902707a34057a6c8a111,nytimes,On Politics Newsletter.,neutral,other,neither,other,neutral,neither
cce7bdd00164c2c10e372296ed6daf56,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Get the latest news and analysis on the 2024 election sent to .,neutral,other,neither,other,neutral,neither
8d2776f0e4438a02d31875246c6ddb31,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Sign up here.,neutral,other,neither,other,neutral,neither
47cb610b5c4ed053e4c0129fbdc9fce8,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"Earlier this month, in the middle of a well-worn riff about Vice President Kamala Harris’s intellect, he said: “Somebody said to me, one of my people, a nice person, staff person, said, ‘Sir, please don’t call her dumb.",neutral,quote,republican,quote,negative,democrat
6fb42518c6bfb6023b989f8bfe40eb8e,1eaf2ad9e78d902707a34057a6c8a111,nytimes,The women won’t like it.’”,neutral,quote,republican,quote,neutral,neither
3835af9cff9dda2081a3c687d5fde2ca,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"On Thursday, in New Mexico, he called Ms. Harris “dumb as a rock” and said “I shouldn’t say this about an opponent, but I have to.",neutral,fact,republican,quote,negative,democrat
799187f3e7f609525161b979eaf8295e,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"”He has done impressions of his staff begging him not to insult people’s looks, before insulting their looks.",neutral,quote,republican,fact,neutral,republican
d8ba5418f016a1e23868f1a1328a0f39,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"He regularly performs an imitation of the pastor Franklin Graham advising him not to use foul language, before using foul language.",neutral,fact,republican,fact,neutral,republican
e751eb9a8bc8cd78e54693375e98d3a4,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"During the Republican primaries, he bragged, parently against the wishes of his staff, about how beloved he was in Iowa, while he was in Iowa: “My guys say, ‘Please, sir, don’t take it for granted that you’re going to win Iowa.",neutral,quote,republican,fact,neutral,republican
417e0c207dad3f0585e14a376eb4d978,1eaf2ad9e78d902707a34057a6c8a111,nytimes,It doesn’t sound good.,neutral,quote,republican,quote,neutral,neither
e94102c27b6bfc67bc28cfe810092239,1eaf2ad9e78d902707a34057a6c8a111,nytimes,’”Rehearsed transgressions.,neutral,quote,republican,fact,neutral,neither
98519029329048f84f267e7f88c2208e,1eaf2ad9e78d902707a34057a6c8a111,nytimes,They serve all kinds of purposes.,neutral,opinion,republican,fact,neutral,neither
a3ceee23be83ca0dc947c53379b82a50,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"His adversaries and the news media often taken the bait he lays out for them, reliably erupting in outrage right on cue.",neutral,opinion,republican,borderline,neutral,neither
3d29cbd90f4751f51d77abcf8b3d5359,1eaf2ad9e78d902707a34057a6c8a111,nytimes,Which only amplifies the pleasure his audiences get out of such remarks.,neutral,opinion,republican,fact,neutral,neither
569ba2fa50b4c4ccf945342bbba1930c,1eaf2ad9e78d902707a34057a6c8a111,nytimes,The “I’m not supposed to say this” shtick also reinforces the bond between Mr. Trump and his audience by making them feel as though there’s nothing he won’t share with them about the wild ride they’re on together.,neutral,opinion,republican,fact,neutral,republican
0e8a72ab12e18c4a2534f6fe68027057,1eaf2ad9e78d902707a34057a6c8a111,nytimes,He told the people of New Mexico that his very presence before them on Thursday afternoon was itself an act of defiance.,neutral,fact,republican,fact,neutral,republican
536e40fbbe5ecdf7438e47eaec0b6f84,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"He said people told him not to come, that he couldn’t win there.",neutral,quote,republican,fact,neutral,republican
eafc1c0bca93f3dbd71b1e71c6200e18,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"And yet, there he was.",neutral,fact,republican,fact,neutral,republican
38781934415233b42062d47351d2ce83,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"Lately, he has been firing up his crowds with a new bit of practiced rebellion.",neutral,fact,republican,fact,neutral,republican
1ed7310902210c6b6773533adb9794e9,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"He says he’s not supposed to boast about early voting numbers, but then says it’s looking really good.",neutral,quote,republican,fact,positive,republican
0e6864f50473a3ea6d64d75392dfac49,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"“I’m not supposed to say this,” he said in Michigan the other day before saying “we're sort of way up.”",neutral,quote,republican,quote,positive,republican
15703d6a510aa9638fc84f4227546c39,1eaf2ad9e78d902707a34057a6c8a111,nytimes,(The data suggests a race that is historically close; Mr. Trump has already begun to foment doubts that the results can be trusted.),neutral,fact,republican,fact,neutral,republican
b9da6710c452f614340ba543639fdfd9,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"Two days earlier, he was onstage in Las Vegas.",neutral,fact,republican,fact,neutral,republican
255df22df3f3cec565c130cf835825c1,1eaf2ad9e78d902707a34057a6c8a111,nytimes,"“Look, I’m not supposed to say it,” he said, “but we are leading by so much.",neutral,quote,republican,quote,positive,republican
10f3147ecbfaae56bed73bf6cc0038b9,1eaf2ad9e78d902707a34057a6c8a111,nytimes,”Michael Gold contributed reporting.SKIP ADVERTISEMENT,neutral,quote,neither,other,neutral,neither
9235c6c908e557d6bca1a5a5b3a1b755,217cdceb4f35039978dde94cb28712ca,apnews,BEIRUT () —,neutral,other,neither,other,neutral,neither
15f937763c30880da39609a5e4d28ed3,217cdceb4f35039978dde94cb28712ca,apnews,"Two back-to-back strikes in Beirut and Tehran, both attributed to Israel and targeting high-ranking figures in Hamas and Hezbollah, have left Hezbollah and Iran in a quandary.",neutral,fact,neither,fact,neutral,neither
1099ab94561eefb331a13444db079232,217cdceb4f35039978dde94cb28712ca,apnews,"Analysts agree that both strikes hit too close to home to pass without a response, and were serious security breaches for Iran and Hezbollah.",neutral,fact,neither,fact,neutral,neither
b7bc74aadba369badec696a382bed385,217cdceb4f35039978dde94cb28712ca,apnews,Calibrating that response to restore deterrence without sparking an even more damaging escalation may be the most delicate balancing act in nearly a year of teetering on the brink of a regional war.,neutral,borderline,neither,fact,neutral,neither
